hs6,hs4,group,name_kr,name_kr_hs4
250700,2507,기존379(수집완료),고령토와 그 밖의 고령토질의 점토[하소(煆燒)한 것인지에 상관없다],고령토와 그 밖의 고령토질의 점토[하소(煆燒)한 것인지에 상관없다]
250810,2508,사각지대(수집필요),"그 밖의 점토(제6806호의 팽창된 점토는 제외한다)ㆍ홍주석(紅柱石)ㆍ남정석(藍晶石)ㆍ규선석(硅線石) [하소(煆燒)한 것인지에 상관없다], 멀라이트(mullite), 샤모트(chamotte)나 다이나스 어스(dinas earth)","그 밖의 점토(제6806호의 팽창된 점토는 제외한다)ㆍ홍주석(紅柱石)ㆍ남정석(藍晶石)ㆍ규선석(硅線石) [하소(煆燒)한 것인지에 상관없다], 멀라이트(mullite), 샤모트(chamotte)나 다이나스 어스(dinas earth)"
250830,2508,사각지대(수집필요),"그 밖의 점토(제6806호의 팽창된 점토는 제외한다)ㆍ홍주석(紅柱石)ㆍ남정석(藍晶石)ㆍ규선석(硅線石) [하소(煆燒)한 것인지에 상관없다], 멀라이트(mullite), 샤모트(chamotte)나 다이나스 어스(dinas earth)","그 밖의 점토(제6806호의 팽창된 점토는 제외한다)ㆍ홍주석(紅柱石)ㆍ남정석(藍晶石)ㆍ규선석(硅線石) [하소(煆燒)한 것인지에 상관없다], 멀라이트(mullite), 샤모트(chamotte)나 다이나스 어스(dinas earth)"
250840,2508,사각지대(수집필요),그 밖의 점토,"그 밖의 점토(제6806호의 팽창된 점토는 제외한다)ㆍ홍주석(紅柱石)ㆍ남정석(藍晶石)ㆍ규선석(硅線石) [하소(煆燒)한 것인지에 상관없다], 멀라이트(mullite), 샤모트(chamotte)나 다이나스 어스(dinas earth)"
250850,2508,사각지대(수집필요),홍주석(紅柱石)ㆍ남정석(藍晶石)ㆍ규선석(硅線石),"그 밖의 점토(제6806호의 팽창된 점토는 제외한다)ㆍ홍주석(紅柱石)ㆍ남정석(藍晶石)ㆍ규선석(硅線石) [하소(煆燒)한 것인지에 상관없다], 멀라이트(mullite), 샤모트(chamotte)나 다이나스 어스(dinas earth)"
250860,2508,기존379(수집완료),"그 밖의 점토(제6806호의 팽창된 점토는 제외한다)ㆍ홍주석(紅柱石)ㆍ남정석(藍晶石)ㆍ규선석(硅線石) [하소(煆燒)한 것인지에 상관없다], 멀라이트(mullite), 샤모트(chamotte)나 다이나스 어스(dinas earth)","그 밖의 점토(제6806호의 팽창된 점토는 제외한다)ㆍ홍주석(紅柱石)ㆍ남정석(藍晶石)ㆍ규선석(硅線石) [하소(煆燒)한 것인지에 상관없다], 멀라이트(mullite), 샤모트(chamotte)나 다이나스 어스(dinas earth)"
250870,2508,사각지대(수집필요),"샤모트(chamotte), 다이나스 어스(dinas earth)","그 밖의 점토(제6806호의 팽창된 점토는 제외한다)ㆍ홍주석(紅柱石)ㆍ남정석(藍晶石)ㆍ규선석(硅線石) [하소(煆燒)한 것인지에 상관없다], 멀라이트(mullite), 샤모트(chamotte)나 다이나스 어스(dinas earth)"
251110,2511,기존379(수집완료),"천연 황산바륨[중정석(重晶石)], 천연 탄산바륨[독중석(毒重石)][하소(煆燒)한 것인지에 상관없으며 제2816호의 산화바륨은 제외한다]","천연 황산바륨[중정석(重晶石)], 천연 탄산바륨[독중석(毒重石)][하소(煆燒)한 것인지에 상관없으며 제2816호의 산화바륨은 제외한다]"
251200,2512,52HS4(수집완료),규조토[예: 키절구어(kieselguhr)ㆍ트리폴리트(tripolite)ㆍ다이어토마이트(diatomite)]와 이와 유사한 규산질의 흙[하소(煆燒)한 것인지에 상관없으며 겉보기 비중이 1 이하인 것으로 한정한다],규조토[예: 키절구어(kieselguhr)ㆍ트리폴리트(tripolite)ㆍ다이어토마이트(diatomite)]와 이와 유사한 규산질의 흙[하소(煆燒)한 것인지에 상관없으며 겉보기 비중이 1 이하인 것으로 한정한다]
251310,2513,52HS4(수집완료),부석,"부석(浮石), 금강사(金剛砂), 천연 커런덤(corundum)ㆍ천연 석류석과 그 밖의 천연 연마재료(열처리한 것인지에 상관없다)"
251320,2513,52HS4(수집완료),"금강사(金剛砂), 천연 커런덤(corundum), 천연 석류석과 그 밖의 천연 연마재료","부석(浮石), 금강사(金剛砂), 천연 커런덤(corundum)ㆍ천연 석류석과 그 밖의 천연 연마재료(열처리한 것인지에 상관없다)"
251710,2517,기존379(수집완료),"자갈ㆍ왕자갈ㆍ쇄석(碎石)[콘크리트용ㆍ도로포장용ㆍ철도용이나 그 밖의 밸러스트(ballast)용에 일반적으로 사용되는 것으로 한정한다], 싱글(shingle)과 플린트(flint)(열처리한 것인지에 상관없다)","자갈ㆍ왕자갈ㆍ쇄석(碎石)[콘크리트용ㆍ도로포장용ㆍ철도용이나 그 밖의 밸러스트(ballast)용에 일반적으로 사용되는 것으로 한정한다], 싱글(shingle)과 플린트(flint)(열처리한 것인지에 상관없다), 슬래그(slag)ㆍ드로스(dross)나 이와 유사한 산업폐기물의 머캐덤(macadam)(이 호의 앞부분에 열거한 물품들과 혼합한 것인지에 상관없다), 타르 머캐덤(tarred macadam), 제2515호나 제2516호의 암석의 알갱이ㆍ파편ㆍ가루(열처리한 것인지에 상관없다)"
251720,2517,사각지대(수집필요),"자갈ㆍ왕자갈ㆍ쇄석(碎石)[콘크리트용ㆍ도로포장용ㆍ철도용이나 그 밖의 밸러스트(ballast)용에 일반적으로 사용되는 것으로 한정한다], 싱글(shingle)과 플린트(flint)(열처리한 것인지에 상관없다), 슬래그(slag)ㆍ드로스(dross)나 이와 유사한 산업폐기물의 머캐덤(macadam)(이 호의 앞부분에 열거한 물품들과 혼합한 것인지에 상관없다), 타르 머캐덤(tarred macadam), 제2515호나 제2516호의 암석의 알갱이ㆍ파편ㆍ가루(열처리한 것인지에 상관없다)","자갈ㆍ왕자갈ㆍ쇄석(碎石)[콘크리트용ㆍ도로포장용ㆍ철도용이나 그 밖의 밸러스트(ballast)용에 일반적으로 사용되는 것으로 한정한다], 싱글(shingle)과 플린트(flint)(열처리한 것인지에 상관없다), 슬래그(slag)ㆍ드로스(dross)나 이와 유사한 산업폐기물의 머캐덤(macadam)(이 호의 앞부분에 열거한 물품들과 혼합한 것인지에 상관없다), 타르 머캐덤(tarred macadam), 제2515호나 제2516호의 암석의 알갱이ㆍ파편ㆍ가루(열처리한 것인지에 상관없다)"
251730,2517,기존379(수집완료),"자갈ㆍ왕자갈ㆍ쇄석(碎石)[콘크리트용ㆍ도로포장용ㆍ철도용이나 그 밖의 밸러스트(ballast)용에 일반적으로 사용되는 것으로 한정한다], 싱글(shingle)과 플린트(flint)(열처리한 것인지에 상관없다), 슬래그(slag)ㆍ드로스(dross)나 이와 유사한 산업폐기물의 머캐덤(macadam)(이 호의 앞부분에 열거한 물품들과 혼합한 것인지에 상관없다), 타르 머캐덤(tarred macadam), 제2515호나 제2516호의 암석의 알갱이ㆍ파편ㆍ가루(열처리한 것인지에 상관없다)","자갈ㆍ왕자갈ㆍ쇄석(碎石)[콘크리트용ㆍ도로포장용ㆍ철도용이나 그 밖의 밸러스트(ballast)용에 일반적으로 사용되는 것으로 한정한다], 싱글(shingle)과 플린트(flint)(열처리한 것인지에 상관없다), 슬래그(slag)ㆍ드로스(dross)나 이와 유사한 산업폐기물의 머캐덤(macadam)(이 호의 앞부분에 열거한 물품들과 혼합한 것인지에 상관없다), 타르 머캐덤(tarred macadam), 제2515호나 제2516호의 암석의 알갱이ㆍ파편ㆍ가루(열처리한 것인지에 상관없다)"
251741,2517,기존379(수집완료),"자갈ㆍ왕자갈ㆍ쇄석(碎石)[콘크리트용ㆍ도로포장용ㆍ철도용이나 그 밖의 밸러스트(ballast)용에 일반적으로 사용되는 것으로 한정한다], 싱글(shingle)과 플린트(flint)(열처리한 것인지에 상관없다), 슬래그(slag)ㆍ드로스(dross)나 이와 유사한 산업폐기물의 머캐덤(macadam)(이 호의 앞부분에 열거한 물품들과 혼합한 것인지에 상관없다), 타르 머캐덤(tarred macadam), 제2515호나 제2516호의 암석의 알갱이ㆍ파편ㆍ가루(열처리한 것인지에 상관없다)","자갈ㆍ왕자갈ㆍ쇄석(碎石)[콘크리트용ㆍ도로포장용ㆍ철도용이나 그 밖의 밸러스트(ballast)용에 일반적으로 사용되는 것으로 한정한다], 싱글(shingle)과 플린트(flint)(열처리한 것인지에 상관없다), 슬래그(slag)ㆍ드로스(dross)나 이와 유사한 산업폐기물의 머캐덤(macadam)(이 호의 앞부분에 열거한 물품들과 혼합한 것인지에 상관없다), 타르 머캐덤(tarred macadam), 제2515호나 제2516호의 암석의 알갱이ㆍ파편ㆍ가루(열처리한 것인지에 상관없다)"
251749,2517,기존379(수집완료),기타,"자갈ㆍ왕자갈ㆍ쇄석(碎石)[콘크리트용ㆍ도로포장용ㆍ철도용이나 그 밖의 밸러스트(ballast)용에 일반적으로 사용되는 것으로 한정한다], 싱글(shingle)과 플린트(flint)(열처리한 것인지에 상관없다), 슬래그(slag)ㆍ드로스(dross)나 이와 유사한 산업폐기물의 머캐덤(macadam)(이 호의 앞부분에 열거한 물품들과 혼합한 것인지에 상관없다), 타르 머캐덤(tarred macadam), 제2515호나 제2516호의 암석의 알갱이ㆍ파편ㆍ가루(열처리한 것인지에 상관없다)"
251810,2518,기존379(수집완료),백운석(白雲石)[하소(煆燒)한 것인지 또는 소결(燒結)한 것인지에 상관없으며 톱질이나 그 밖의 방법으로 거칠게 다듬거나 단순히 절단하여 직사각형(정사각형을 포함한다)의 블록 모양이나 슬래브 모양으로 한 것을 포함한다],백운석(白雲石)[하소(煆燒)한 것인지 또는 소결(燒結)한 것인지에 상관없으며 톱질이나 그 밖의 방법으로 거칠게 다듬거나 단순히 절단하여 직사각형(정사각형을 포함한다)의 블록 모양이나 슬래브 모양으로 한 것을 포함한다]
251820,2518,기존379(수집완료),백운석(白雲石)[하소(煆燒)한 것인지 또는 소결(燒結)한 것인지에 상관없으며 톱질이나 그 밖의 방법으로 거칠게 다듬거나 단순히 절단하여 직사각형(정사각형을 포함한다)의 블록 모양이나 슬래브 모양으로 한 것을 포함한다],백운석(白雲石)[하소(煆燒)한 것인지 또는 소결(燒結)한 것인지에 상관없으며 톱질이나 그 밖의 방법으로 거칠게 다듬거나 단순히 절단하여 직사각형(정사각형을 포함한다)의 블록 모양이나 슬래브 모양으로 한 것을 포함한다]
251910,2519,사각지대(수집필요),"천연 탄산마그네슘(마그네사이트), 용융(溶融) 마그네시아, 소결(燒結)한 마그네시아[소결(燒結)하기 전에 첨가된 기타 산화물을 소량 함유한 것인지에 상관없다], 그 밖의 산화마그네슘(순수한 것인지에 상관없다)","천연 탄산마그네슘(마그네사이트), 용융(溶融) 마그네시아, 소결(燒結)한 마그네시아[소결(燒結)하기 전에 첨가된 기타 산화물을 소량 함유한 것인지에 상관없다], 그 밖의 산화마그네슘(순수한 것인지에 상관없다)"
251990,2519,기존379(수집완료),기타,"천연 탄산마그네슘(마그네사이트), 용융(溶融) 마그네시아, 소결(燒結)한 마그네시아[소결(燒結)하기 전에 첨가된 기타 산화물을 소량 함유한 것인지에 상관없다], 그 밖의 산화마그네슘(순수한 것인지에 상관없다)"
252010,2520,기존379(수집완료),석고와 무수(無水)석고,"석고, 무수(無水)석고, 플라스터(plaster)[하소(煆燒)한 석고나 황산칼슘을 원료로 한 것으로서 착색한 것인지 또는 촉진제나 지연제를 소량 첨가한 것인지에 상관없다]"
252020,2520,사각지대(수집필요),플라스터(plaster),"석고, 무수(無水)석고, 플라스터(plaster)[하소(煆燒)한 석고나 황산칼슘을 원료로 한 것으로서 착색한 것인지 또는 촉진제나 지연제를 소량 첨가한 것인지에 상관없다]"
252100,2521,기존379(수집완료),"석회석 융제(融劑), 석회석과 그 밖의 석회질의 암석(석회나 시멘트 제조용으로 한정한다)","석회석 융제(融劑), 석회석과 그 밖의 석회질의 암석(석회나 시멘트 제조용으로 한정한다)"
252210,2522,사각지대(수집필요),"생석회(生石灰), 소석회(消石灰), 수경성(水硬性) 석회(제2825호의 산화칼슘과 수산화칼슘은 제외한다)","생석회(生石灰), 소석회(消石灰), 수경성(水硬性) 석회(제2825호의 산화칼슘과 수산화칼슘은 제외한다)"
252220,2522,기존379(수집완료),"생석회(生石灰), 소석회(消石灰), 수경성(水硬性) 석회(제2825호의 산화칼슘과 수산화칼슘은 제외한다)","생석회(生石灰), 소석회(消石灰), 수경성(水硬性) 석회(제2825호의 산화칼슘과 수산화칼슘은 제외한다)"
252230,2522,사각지대(수집필요),"생석회(生石灰), 소석회(消石灰), 수경성(水硬性) 석회(제2825호의 산화칼슘과 수산화칼슘은 제외한다)","생석회(生石灰), 소석회(消石灰), 수경성(水硬性) 석회(제2825호의 산화칼슘과 수산화칼슘은 제외한다)"
252310,2523,사각지대(수집필요),포틀랜드(Portland) 시멘트ㆍ알루미나(aluminous) 시멘트ㆍ슬래그(slag) 시멘트ㆍ슈퍼설페이트(super sulphate) 시멘트와 이와 유사한 수경성(水硬性) 시멘트[착색한 것인지 또는 클링커(clinker) 형태로 된 것인지에 상관없다],포틀랜드(Portland) 시멘트ㆍ알루미나(aluminous) 시멘트ㆍ슬래그(slag) 시멘트ㆍ슈퍼설페이트(super sulphate) 시멘트와 이와 유사한 수경성(水硬性) 시멘트[착색한 것인지 또는 클링커(clinker) 형태로 된 것인지에 상관없다]
252321,2523,사각지대(수집필요),포틀랜드(Portland) 시멘트ㆍ알루미나(aluminous) 시멘트ㆍ슬래그(slag) 시멘트ㆍ슈퍼설페이트(super sulphate) 시멘트와 이와 유사한 수경성(水硬性) 시멘트[착색한 것인지 또는 클링커(clinker) 형태로 된 것인지에 상관없다],포틀랜드(Portland) 시멘트ㆍ알루미나(aluminous) 시멘트ㆍ슬래그(slag) 시멘트ㆍ슈퍼설페이트(super sulphate) 시멘트와 이와 유사한 수경성(水硬性) 시멘트[착색한 것인지 또는 클링커(clinker) 형태로 된 것인지에 상관없다]
252329,2523,사각지대(수집필요),포틀랜드(Portland) 시멘트ㆍ알루미나(aluminous) 시멘트ㆍ슬래그(slag) 시멘트ㆍ슈퍼설페이트(super sulphate) 시멘트와 이와 유사한 수경성(水硬性) 시멘트[착색한 것인지 또는 클링커(clinker) 형태로 된 것인지에 상관없다],포틀랜드(Portland) 시멘트ㆍ알루미나(aluminous) 시멘트ㆍ슬래그(slag) 시멘트ㆍ슈퍼설페이트(super sulphate) 시멘트와 이와 유사한 수경성(水硬性) 시멘트[착색한 것인지 또는 클링커(clinker) 형태로 된 것인지에 상관없다]
252330,2523,기존379(수집완료),포틀랜드(Portland) 시멘트ㆍ알루미나(aluminous) 시멘트ㆍ슬래그(slag) 시멘트ㆍ슈퍼설페이트(super sulphate) 시멘트와 이와 유사한 수경성(水硬性) 시멘트[착색한 것인지 또는 클링커(clinker) 형태로 된 것인지에 상관없다],포틀랜드(Portland) 시멘트ㆍ알루미나(aluminous) 시멘트ㆍ슬래그(slag) 시멘트ㆍ슈퍼설페이트(super sulphate) 시멘트와 이와 유사한 수경성(水硬性) 시멘트[착색한 것인지 또는 클링커(clinker) 형태로 된 것인지에 상관없다]
252390,2523,사각지대(수집필요),그 밖의 수경성(水硬性) 시멘트,포틀랜드(Portland) 시멘트ㆍ알루미나(aluminous) 시멘트ㆍ슬래그(slag) 시멘트ㆍ슈퍼설페이트(super sulphate) 시멘트와 이와 유사한 수경성(水硬性) 시멘트[착색한 것인지 또는 클링커(clinker) 형태로 된 것인지에 상관없다]
252510,2525,사각지대(수집필요),운모(쪼갠 것을 포함한다)와 운모 웨이스트(waste),운모(쪼갠 것을 포함한다)와 운모 웨이스트(waste)
252520,2525,기존379(수집완료),운모(쪼갠 것을 포함한다)와 운모 웨이스트(waste),운모(쪼갠 것을 포함한다)와 운모 웨이스트(waste)
252530,2525,사각지대(수집필요),운모(쪼갠 것을 포함한다)와 운모 웨이스트(waste),운모(쪼갠 것을 포함한다)와 운모 웨이스트(waste)
252610,2526,기존379(수집완료),천연 동석(凍石)[톱질이나 그 밖의 방법으로 거칠게 다듬거나 단순히 절단하여 직사각형(정사각형을 포함한다)의 블록 모양이나 슬래브 모양으로 한 것인지에 상관없다]과 활석,천연 동석(凍石)[톱질이나 그 밖의 방법으로 거칠게 다듬거나 단순히 절단하여 직사각형(정사각형을 포함한다)의 블록 모양이나 슬래브 모양으로 한 것인지에 상관없다]과 활석
252620,2526,기존379(수집완료),천연 동석(凍石)[톱질이나 그 밖의 방법으로 거칠게 다듬거나 단순히 절단하여 직사각형(정사각형을 포함한다)의 블록 모양이나 슬래브 모양으로 한 것인지에 상관없다]과 활석,천연 동석(凍石)[톱질이나 그 밖의 방법으로 거칠게 다듬거나 단순히 절단하여 직사각형(정사각형을 포함한다)의 블록 모양이나 슬래브 모양으로 한 것인지에 상관없다]과 활석
252800,2528,기존379(수집완료),"천연 붕산염과 그 정광(精鑛)[하소(煆燒)한 것인지에 상관없으며 천연 염수(鹽水)에서 분리한 붕산염은 제외한다], 천연 붕산(건조한 상태에서 측정한 붕산의 함유량이 전 중량의 100분의 85 이하인 것으로 한정한다)","천연 붕산염과 그 정광(精鑛)[하소(煆燒)한 것인지에 상관없으며 천연 염수(鹽水)에서 분리한 붕산염은 제외한다], 천연 붕산(건조한 상태에서 측정한 붕산의 함유량이 전 중량의 100분의 85 이하인 것으로 한정한다)"
252910,2529,사각지대(수집필요),"장석(長石), 백류석(白榴石), 하석(霞石)과 하석 섬장암(霞石 閃長巖), 형석(螢石)","장석(長石), 백류석(白榴石), 하석(霞石)과 하석 섬장암(霞石 閃長巖), 형석(螢石)"
252921,2529,기존379(수집완료),플루오르화칼슘의 함유량이 전 중량의 100분의 97 이하인 것,"장석(長石), 백류석(白榴石), 하석(霞石)과 하석 섬장암(霞石 閃長巖), 형석(螢石)"
252922,2529,기존379(수집완료),플루오르화칼슘의 함유량이 전 중량의 100분의 97을 초과하는 것,"장석(長石), 백류석(白榴石), 하석(霞石)과 하석 섬장암(霞石 閃長巖), 형석(螢石)"
252930,2529,사각지대(수집필요),"백류석(白榴石), 하석(霞石)과 하석 섬장암(霞石 閃長巖)","장석(長石), 백류석(白榴石), 하석(霞石)과 하석 섬장암(霞石 閃長巖), 형석(螢石)"
253010,2530,기존379(수집완료),"질석(蛭石), 진주암(眞珠巖), 녹니석(綠泥石)(팽창되지 않은 것으로 한정한다)",따로 분류되지 않은 광물
253090,2530,사각지대(수집필요),기타,따로 분류되지 않은 광물
260111,2601,52HS4(수집완료),응결시키지 않은 것,철광과 그 정광(精鑛)[배소(焙燒)한 황화철광을 포함한다]
260112,2601,52HS4(수집완료),응결시킨 것,철광과 그 정광(精鑛)[배소(焙燒)한 황화철광을 포함한다]
260400,2604,기존379(수집완료),니켈광과 그 정광(精鑛),니켈광과 그 정광(精鑛)
260600,2606,기존379(수집완료),알루미늄광과 그 정광(精鑛),알루미늄광과 그 정광(精鑛)
260700,2607,52HS4(수집완료),납광과 그 정광(精鑛),납광과 그 정광(精鑛)
261100,2611,기존379(수집완료),텅스텐광과 그 정광(精鑛),텅스텐광과 그 정광(精鑛)
261310,2613,52HS4(수집완료),몰리브덴광과 그 정광(精鑛),몰리브덴광과 그 정광(精鑛)
261390,2613,52HS4(수집완료),몰리브덴광과 그 정광(精鑛),몰리브덴광과 그 정광(精鑛)
261400,2614,52HS4(수집완료),티타늄광과 그 정광(精鑛),티타늄광과 그 정광(精鑛)
261510,2615,기존379(수집완료),니오븀광ㆍ탄탈륨광ㆍ바나듐광ㆍ지르코늄광과 이들의 정광(精鑛),니오븀광ㆍ탄탈륨광ㆍ바나듐광ㆍ지르코늄광과 이들의 정광(精鑛)
261590,2615,기존379(수집완료),기타,니오븀광ㆍ탄탈륨광ㆍ바나듐광ㆍ지르코늄광과 이들의 정광(精鑛)
262011,2620,52HS4(수집완료),"슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)","슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)"
262019,2620,52HS4(수집완료),"슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)","슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)"
262021,2620,52HS4(수집완료),"슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)","슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)"
262029,2620,52HS4(수집완료),"슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)","슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)"
262030,2620,52HS4(수집완료),"슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)","슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)"
262040,2620,52HS4(수집완료),"슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)","슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)"
262060,2620,52HS4(수집완료),"슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)","슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)"
262091,2620,52HS4(수집완료),"슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)","슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)"
262099,2620,52HS4(수집완료),"슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)","슬래그(slag), 회(灰), 잔재물(금속ㆍ비소나 이들의 화합물을 함유한 것으로 한정하며, 철강을 제조할 때 생기는 것은 제외한다)"
270111,2701,사각지대(수집필요),석탄과 석탄으로 제조한 연탄ㆍ조개탄(ovoid)과 이와 유사한 고체 연료,석탄과 석탄으로 제조한 연탄ㆍ조개탄(ovoid)과 이와 유사한 고체 연료
270112,2701,기존379(수집완료),유연탄,석탄과 석탄으로 제조한 연탄ㆍ조개탄(ovoid)과 이와 유사한 고체 연료
270119,2701,사각지대(수집필요),석탄과 석탄으로 제조한 연탄ㆍ조개탄(ovoid)과 이와 유사한 고체 연료,석탄과 석탄으로 제조한 연탄ㆍ조개탄(ovoid)과 이와 유사한 고체 연료
270120,2701,사각지대(수집필요),석탄으로 제조한 연탄ㆍ조개탄(ovoid)과 이와 유사한 고체 연료,석탄과 석탄으로 제조한 연탄ㆍ조개탄(ovoid)과 이와 유사한 고체 연료
270300,2703,기존379(수집완료),"토탄(토탄 찌꺼기를 포함하며, 응결시킨 것인지에 상관없다)","토탄(토탄 찌꺼기를 포함하며, 응결시킨 것인지에 상관없다)"
270400,2704,기존379(수집완료),"코크스와 반성(半成) 코크스(석탄ㆍ갈탄ㆍ토탄으로 제조한 것으로 한정하며, 응결시킨 것인지에 상관없다), 레토르트 카본(retort carbon)","코크스와 반성(半成) 코크스(석탄ㆍ갈탄ㆍ토탄으로 제조한 것으로 한정하며, 응결시킨 것인지에 상관없다), 레토르트 카본(retort carbon)"
